"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3090000","2013","0003","20131108","20131224","반값소","서울특별시 도봉구 마들로 664-5 101102호 (도봉동)","서울특별시 도봉구 도봉동  636번지 15호  101102호","3090000-101-2012-00025","식육(숯불구이)","식육구이","114.24","도봉제2동","상수도전용","02  34931297"
"3090000","2010","0006","20100701","20100903","황금성","서울특별시 도봉구 삼양로 544 2층 (쌍문동)","서울특별시 도봉구 쌍문동  423번지 17호  (2층)(쌍문1동)","3090000-101-1997-02771","중국식","","337.76","쌍문제1동","상수도전용","02 9963030"
"3090000","2010","0006","20100701","20100903","황금성","서울특별시 도봉구 삼양로 544 2층 (쌍문동)","서울특별시 도봉구 쌍문동  423번지 17호  (2층)(쌍문1동)","3090000-101-1997-02771","중국식","","337.76","쌍문제1동","상수도전용","02 9963030"
"3090000","2010","0006","20100701","20100903","황금성","서울특별시 도봉구 삼양로 544 2층 (쌍문동)","서울특별시 도봉구 쌍문동  423번지 17호  (2층)(쌍문1동)","3090000-101-1997-02771","중국식","","337.76","쌍문제1동","상수도전용","02 9963030"
"3090000","2012","0001","20120313","20121204","뚱가 부대찌개","서울특별시 도봉구 도봉로 869 (도봉동)","서울특별시 도봉구 도봉동  563번지 7호  ","3090000-101-1998-03122","한식","부대찌개","99.90","도봉제1동","상수도전용","0234928822"
"3090000","2012","0007","20121107","20121204","경복궁창동점(주)엔타스","서울특별시 도봉구 도봉로 610 (창동)","서울특별시 도봉구 창동  750번지  34층","3090000-101-2011-00146","한식","점심한상","853.40","창제5동","상수도전용","02 9926777"
"3090000","2007","287 ","20070810","20071008","통나무집","서울특별시 도봉구 마들로11길 61 1층 (창동 오성빌딩)","서울특별시 도봉구 창동  13번지 1호  1층","3090000-101-2006-00263","한식","김치전골","185.40","창제4동","상수도전용","02  900 8441"
"3090000","2002","0059","20020709","20020711","뚱보냉면","서울특별시 도봉구 도봉로110길 51 지상23층 (창동)","서울특별시 도봉구 창동  651번지 51호  지상23층","3090000-101-1992-04540","한식","냉면","316.80","창제1동","상수도전용","02 9908063"
"3090000","2002","0051","20020709","20020711","대문한정식","서울특별시 도봉구 시루봉로 139-6 지상1층 (방학동)","서울특별시 도봉구 방학동  436번지 9호  지상1층","3090000-101-1988-02251","한식","송어회","300.48","방학제3동","상수도전용","02 9560843"
"3090000","2003","147 ","20030121","20030123","도봉산 갈비","서울특별시 도봉구 도봉로 919 (도봉동 지상1층일부 2층 3층전체)","서울특별시 도봉구 도봉동  559번지 27호  지상1층일부 2층 3층전체","3090000-101-1989-03219","식육(숯불구이)","돼지갈비","491.71","도봉제1동","상수도전용","02 9558668"
"3090000","2007","258 ","20070802","20071008","곤지암할매소머리국밥","서울특별시 도봉구 시루봉로 135 1층 (방학동)","서울특별시 도봉구 방학동  444번지 37호  1층","3090000-101-2005-00296","한식","돼지갈비","175.50","방학제3동","상수도전용","02  34926677"
"3090000","2012","0008","20121107","20121204","삿뽀로 창동점 (주)엔타스","서울특별시 도봉구 도봉로 610 2층 (창동)","서울특별시 도봉구 창동  750번지  ","3090000-101-2011-00145","일식","우동정식","530.10","창제5동","상수도전용","02 9916777"
"3090000","2017","0004","20171017","20171206","빛나는바다(도봉점)","서울특별시 도봉구 도봉로181길 29 1층 (도봉동)","서울특별시 도봉구 도봉동  566번지  1층","3090000-101-2017-00125","식육(숯불구이)","회","177.48","도봉제1동","","02  955 0366"
"3090000","2017","0004","20171017","20171206","빛나는바다(도봉점)","서울특별시 도봉구 도봉로181길 29 1층 (도봉동)","서울특별시 도봉구 도봉동  566번지  1층","3090000-101-2017-00125","식육(숯불구이)","회","177.48","도봉제1동","","02  955 0366"
"3090000","2017","0004","20171017","20171206","흑돼지삼백식당 도봉점","서울특별시 도봉구 도봉로181길 29 1층 (도봉동)","서울특별시 도봉구 도봉동  566번지  1층","3090000-101-2017-00125","식육(숯불구이)","회","177.48","도봉제1동","","02  955 0366"
"3090000","2017","0004","20171017","20171206","흑돼지삼백식당 도봉점","서울특별시 도봉구 도봉로181길 29 1층 (도봉동)","서울특별시 도봉구 도봉동  566번지  1층","3090000-101-2017-00125","식육(숯불구이)","회","177.48","도봉제1동","","02  955 0366"
"3090000","2017","0004","20171017","20171206","최진사댁무한숯불갈비 도봉점","서울특별시 도봉구 도봉로181길 29 1층 (도봉동)","서울특별시 도봉구 도봉동  566번지  1층","3090000-101-2017-00125","식육(숯불구이)","회","177.48","도봉제1동","","02  955 0366"
"3090000","2017","0004","20171017","20171206","최진사댁무한숯불갈비 도봉점","서울특별시 도봉구 도봉로181길 29 1층 (도봉동)","서울특별시 도봉구 도봉동  566번지  1층","3090000-101-2017-00125","식육(숯불구이)","회","177.48","도봉제1동","","02  955 0366"
"3090000","2015","0004","20150811","20151231","미왕족발","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","미왕족발","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","미왕족발","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","도야족발 방학점","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","도야족발 방학점","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","도야족발 방학점","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","더맛있는족발보쌈 방학점","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","더맛있는족발보쌈 방학점","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","더맛있는족발보쌈 방학점","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","더맛있는족발보쌈(방학점)","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","더맛있는족발보쌈(방학점)","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2015","0004","20150811","20151231","더맛있는족발보쌈(방학점)","서울특별시 도봉구 도당로 120 1층 (방학동)","서울특별시 도봉구 방학동  701번지 24호  ","3090000-101-2000-05108","한식","돼지족발","72.60","방학제1동","상수도전용","02  955 5604"
"3090000","2007","255 ","20070803","20071008","설담재 설렁탕","서울특별시 도봉구 도봉로 562 지상1층 (창동)","서울특별시 도봉구 창동  715번지 32호  지상1층","3090000-101-1995-00036","한식","설렁탕","320.67","창제5동","상수도전용","02998 0202"
"3090000","2012","0005","20121024","20121204","은행골","서울특별시 도봉구 마들로 684 (도봉동 안세빌딩 101102호(지상1층))","서울특별시 도봉구 도봉동  635번지  안세빌딩 101102호","3090000-101-2009-00020","한식","모듬초밥","63.36","도봉제2동","","02 9554988"
"3090000","2017","0002","20171017","20171206","봉평메밀막국수","서울특별시 도봉구 도봉산4길 15 1층 (도봉동)","서울특별시 도봉구 도봉동  282번지 309호  1층","3090000-101-2012-00101","한식","막국수","90.55","도봉제1동","상수도전용","02 9562080"
"3090000","2015","0005","20151211","20151231","창원","서울특별시 도봉구 도봉로180길 6 지상1층 (도봉동 태봉운동시설2동)","서울특별시 도봉구 도봉동  62번지 4호  태봉운동시설2동 지상1층","3090000-101-2015-00034","한식","식육취급(소고기)","234.00","도봉제2동","상수도전용","02  34927892"
"3090000","2015","0005","20151211","20151231","창원","서울특별시 도봉구 도봉로180길 6 지상1층 (도봉동 태봉운동시설2동)","서울특별시 도봉구 도봉동  62번지 4호  태봉운동시설2동 지상1층","3090000-101-2015-00034","한식","식육취급(소고기)","234.00","도봉제2동","상수도전용","02  34927892"
"3090000","2007","32  ","20070801","20071008","양촌리","서울특별시 도봉구 방학로 102 (방학동)","서울특별시 도봉구 방학동  680번지 25호  ","3090000-101-1999-04610","식육(숯불구이)","소갈비","377.86","방학제1동","상수도전용","02 9547852"
"3090000","2011","0004","20110501","20110524","문성해물짬뽕","서울특별시 도봉구 우이천로 294 A동 (쌍문동)","서울특별시 도봉구 쌍문동  103번지 153호 A ","3090000-101-2000-05333","중국식","","92.40","쌍문제3동","","02905 8999"
"3090000","2011","0004","20110501","20110524","문성해물짬뽕","서울특별시 도봉구 우이천로 294 A동 (쌍문동)","서울특별시 도봉구 쌍문동  103번지 153호 A ","3090000-101-2000-05333","중국식","","92.40","쌍문제3동","","02905 8999"
"3090000","2003","12  ","20030118","20030121","원조의정부부대찌게","서울특별시 도봉구 해등로 156 (쌍문동)","서울특별시 도봉구 쌍문동  631번지 1호  ","3090000-101-1998-00928","한식","부대찌게","77.68","쌍문제2동","상수도전용","02 9994466"
"3090000","2007","175 ","20070801","20071008","Tokyo(도쿄)감자탕","서울특별시 도봉구 마들로 650 (방학동도봉월드 210호)","서울특별시 도봉구 방학동  720번지 33호  도봉월드 210호","3090000-101-2003-00280","한식","감자탕","132.60","방학제1동","상수도전용","0262299797"
"3090000","2002","0019","20020709","20020711","태림산채정식","서울특별시 도봉구 노해로60길 32 (쌍문동)","서울특별시 도봉구 쌍문동  141번지 3호  ","3090000-101-1994-00390","한식","산채정식","125.67","쌍문제3동","상수도전용","02  998 5468"
"3090000","2007","264 ","20070803","20071008","강남동태찜","서울특별시 도봉구 도봉로 564 (창동지상1층)","서울특별시 도봉구 창동  715번지 13호  지상1층","3090000-101-2004-00071","한식","동태찜","122.25","창제5동","상수도전용","02 9008040"
"3090000","2011","0007","20110501","20110524","장어가","서울특별시 도봉구 도봉로 911 (도봉동)","서울특별시 도봉구 도봉동  560번지 14호  ","3090000-101-2010-00081","한식","","207.80","도봉제1동","","02 9561171"
"3090000","2012","0002","20120312","20121204","콩사랑두부","서울특별시 도봉구 도봉산4길 10 (도봉동)","서울특별시 도봉구 도봉동  281번지 10호  ","3090000-101-2011-00160","한식","순두부찌개","75.90","도봉제1동","","02 9556016"
"3090000","2010","0002","20100701","20100903","뉴욕바닷가재","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","92.40","방학제1동","상수도전용","02 9541006"
"3090000","2010","0002","20100701","20100903","뉴욕바닷가재","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","128.70","방학제1동","상수도전용","02 9541006"
"3090000","2010","0002","20100701","20100903","뉴욕바닷가재","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","92.40","방학제1동","상수도전용","02 9541006"
"3090000","2010","0002","20100701","20100903","뉴욕바닷가재","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","128.70","방학제1동","상수도전용","02 9541006"
"3090000","2010","0002","20100701","20100903","탐나종합어시장 방학역점","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","92.40","방학제1동","상수도전용","02 9541006"
"3090000","2010","0002","20100701","20100903","탐나종합어시장 방학역점","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","128.70","방학제1동","상수도전용","02 9541006"
"3090000","2010","0002","20100701","20100903","탐나종합어시장 방학역점","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","92.40","방학제1동","상수도전용","02 9541006"
"3090000","2010","0002","20100701","20100903","탐나종합어시장 방학역점","서울특별시 도봉구 도봉로 704 1층 (방학동)","서울특별시 도봉구 방학동  705번지 20호  1층","3090000-101-2003-00198","일식","","128.70","방학제1동","상수도전용","02 9541006"
"3090000","2007","289 ","20070810","20071008","해주곰탕","서울특별시 도봉구 마들로 659 (방학동(지상1층))","서울특별시 도봉구 방학동  719번지 14호  (지상1층)","3090000-101-2006-00181","한식","곰탕","66.00","방학제1동","상수도전용","02  9548081"
"3090000","2007","289 ","20070810","20071008","해주곰탕","서울특별시 도봉구 마들로 659 (방학동(지상1층))","서울특별시 도봉구 방학동  719번지 14호  (지상1층)","3090000-101-2006-00181","한식","곰탕","66.00","방학제1동","상수도전용","02  9548081"
"3090000","2007","289 ","20070810","20071008","황해도찹쌀순대","서울특별시 도봉구 마들로 659 (방학동(지상1층))","서울특별시 도봉구 방학동  719번지 14호  (지상1층)","3090000-101-2006-00181","한식","곰탕","66.00","방학제1동","상수도전용","02  9548081"
"3090000","2007","289 ","20070810","20071008","황해도찹쌀순대","서울특별시 도봉구 마들로 659 (방학동(지상1층))","서울특별시 도봉구 방학동  719번지 14호  (지상1층)","3090000-101-2006-00181","한식","곰탕","66.00","방학제1동","상수도전용","02  9548081"
"3090000","2015","0006","20151211","20151231","929숯불닭갈비(창동점)","서울특별시 도봉구 노해로69길 15-9 (창동(지상1층))","서울특별시 도봉구 창동  10번지 2호  (지상1층)","3090000-101-2007-00169","한식","부대찌개","102.00","창제4동","상수도전용","02  900 0929"
"3090000","2015","0006","20151211","20151231","929숯불닭갈비(창동점)","서울특별시 도봉구 노해로69길 15-9 (창동(지상1층))","서울특별시 도봉구 창동  10번지 2호  (지상1층)","3090000-101-2007-00169","한식","부대찌개","102.00","창제4동","상수도전용","02  900 0929"
"3090000","2015","0006","20151211","20151231","OK능이마을(창동직영점)","서울특별시 도봉구 노해로69길 15-9 (창동(지상1층))","서울특별시 도봉구 창동  10번지 2호  (지상1층)","3090000-101-2007-00169","한식","부대찌개","102.00","창제4동","상수도전용","02  900 0929"
"3090000","2015","0006","20151211","20151231","OK능이마을(창동직영점)","서울특별시 도봉구 노해로69길 15-9 (창동(지상1층))","서울특별시 도봉구 창동  10번지 2호  (지상1층)","3090000-101-2007-00169","한식","부대찌개","102.00","창제4동","상수도전용","02  900 0929"
"3090000","2015","0006","20151211","20151231","힘찬장어","서울특별시 도봉구 노해로69길 15-9 (창동(지상1층))","서울특별시 도봉구 창동  10번지 2호  (지상1층)","3090000-101-2007-00169","한식","부대찌개","102.00","창제4동","상수도전용","02  900 0929"
"3090000","2015","0006","20151211","20151231","힘찬장어","서울특별시 도봉구 노해로69길 15-9 (창동(지상1층))","서울특별시 도봉구 창동  10번지 2호  (지상1층)","3090000-101-2007-00169","한식","부대찌개","102.00","창제4동","상수도전용","02  900 0929"
"3090000","2013","0002","20131107","20131224","쌈촌창동역점","서울특별시 도봉구 노해로65길 11 2층 234호 (창동 한성빌딩)","서울특별시 도봉구 창동  333번지 2호  한성빌딩 2층-234","3090000-101-2012-00055","한식","샤브샤브","295.20","창제5동","상수도전용","02 9004929"
"3090000","2013","0002","20131107","20131224","쌈촌창동역점","서울특별시 도봉구 노해로65길 11 2층 234호 (창동 한성빌딩)","서울특별시 도봉구 창동  333번지 2호  한성빌딩 2층-234","3090000-101-2012-00055","한식","샤브샤브","295.20","창제5동","상수도전용","02 9004929"
"3090000","2017","0001","20171011","20171206","반값소","서울특별시 도봉구 방학로 173 2층 201호 (방학동)","서울특별시 도봉구 방학동  669번지 3호  2층-201","3090000-101-2016-00134","식육(숯불구이)","소고기","181.80","방학제3동","","02  955 1297"
"3090000","2017","0001","20171011","20171206","주식회사 반값소 푸드컴퍼니","서울특별시 도봉구 방학로 173 2층 201호 (방학동)","서울특별시 도봉구 방학동  669번지 3호  2층-201","3090000-101-2016-00134","식육(숯불구이)","소고기","181.80","방학제3동","","02  955 1297"
"3090000","2009","121 ","20090618","20090710","진주품은활어","서울특별시 도봉구 해등로 157 (쌍문동(1층))","서울특별시 도봉구 쌍문동  651번지  (1층)","3090000-101-2003-00061","식육(숯불구이)","","98.50","쌍문제2동","상수도전용",""
"3090000","2009","121 ","20090618","20090710","진주품은활어","서울특별시 도봉구 해등로 157 (쌍문동(1층))","서울특별시 도봉구 쌍문동  651번지  (1층)","3090000-101-2003-00061","식육(숯불구이)","","98.50","쌍문제2동","상수도전용",""
"3090000","2009","121 ","20090618","20090710","이차돌(쌍문점)","서울특별시 도봉구 해등로 157 (쌍문동(1층))","서울특별시 도봉구 쌍문동  651번지  (1층)","3090000-101-2003-00061","식육(숯불구이)","","98.50","쌍문제2동","상수도전용",""
"3090000","2009","121 ","20090618","20090710","이차돌(쌍문점)","서울특별시 도봉구 해등로 157 (쌍문동(1층))","서울특별시 도봉구 쌍문동  651번지  (1층)","3090000-101-2003-00061","식육(숯불구이)","","98.50","쌍문제2동","상수도전용",""
"3090000","2012","0006","20121030","20121204","메이다이닝","서울특별시 도봉구 도봉로169길 202 1층 (도봉동)","서울특별시 도봉구 도봉동  470번지 3호  1층","3090000-101-2012-00045","경양식","코스요리","283.70","도봉제1동","상수도전용","02 9557722"
"3090000","2012","0006","20121030","20121204","메이다이닝","서울특별시 도봉구 도봉로169길 202 1층 (도봉동)","서울특별시 도봉구 도봉동  470번지 3호  1층","3090000-101-2012-00045","경양식","코스요리","283.70","도봉제1동","상수도전용","02 9557722"
"3090000","2007","151 ","20070802","20071008","그 고기집","서울특별시 도봉구 삼양로146길 6 1층 (쌍문동)","서울특별시 도봉구 쌍문동  423번지 14호  ","3090000-101-2001-05561","식육(숯불구이)","생고기","66.00","쌍문제1동","","02 9928479"
"3090000","2007","151 ","20070802","20071008","그 고기집","서울특별시 도봉구 삼양로146길 6 1층 (쌍문동)","서울특별시 도봉구 쌍문동  423번지 14호  ","3090000-101-2001-05561","식육(숯불구이)","생고기","66.00","쌍문제1동","","02 9928479"
"3090000","2007","267 ","20070402","20070417","통나무식당","서울특별시 도봉구 노해로60길 99 (쌍문동)","서울특별시 도봉구 쌍문동  96번지 9호  ","3090000-101-1992-00528","한식","양념갈비","111.18","쌍문제3동","상수도전용","02 9006644"
"3090000","2002","0089","20020711","20020711","하루방 유황오리","서울특별시 도봉구 노해로63나길 8 (창동)","서울특별시 도봉구 창동  261번지 6호  ","3090000-101-1995-03766","한식","오리","87.32","창제5동","상수도전용","02 9915292"
